Shape,AVGMM,Price Group,Pointer range,MINMM,MAXMM,MINWT,MAXWT,AVGWT
STRAIGHT BAGUETTE,3.75 X 1.75,BG12,0.09-0.12,3.65 X 1.65,3.85 X 1.85,0.08000,0.12000,0.10000
STRAIGHT BAGUETTE,3.75 X 2.00,BG12,0.09-0.12,3.65 X 1.90,3.85 X 2.10,0.10000,0.14000,0.12000
STRAIGHT BAGUETTE,3.75 X 2.25,BG17,0.13-0.17,3.65 X 2.15,3.85 X 2.35,0.13000,0.17000,0.15000
STRAIGHT BAGUETTE,3.75 X 2.50,BG17,0.13-0.17,3.65 X 2.40,3.85 X 2.60,0.14000,0.18000,0.16000
STRAIGHT BAGUETTE,4.00 X 1.50,BG8,0.07-0.08,3.90 X 1.40,4.10 X 1.60,0.06000,0.10000,0.08000
STRAIGHT BAGUETTE,4.00 X 1.75,BG12,0.09-0.12,3.90 X 1.65,4.10 X 1.85,0.08000,0.12000,0.10000
STRAIGHT BAGUETTE,4.00 X 2.00,BG12,0.09-0.12,3.90 X 1.90,4.10 X 2.10,0.10000,0.14000,0.12000
STRAIGHT BAGUETTE,4.00 X 2.75,BG18,0.18-0.22,3.90 X 2.65,4.10 X 2.85,0.19000,0.23000,0.21000
STRAIGHT BAGUETTE,4.00 X 3.00,BG23,0.23-0.29,3.90 X 2.90,4.10 X 3.10,0.23000,0.27000,0.25000
STRAIGHT BAGUETTE,4.25 X 1.75,BG12,0.09-0.12,4.15 X 1.65,4.35 X 1.85,0.09000,0.13000,0.11000
STRAIGHT BAGUETTE,4.25 X 2.00,BG17,0.13-0.17,4.15 X 1.90,4.35 X 2.10,0.11000,0.15000,0.13000
STRAIGHT BAGUETTE,4.25 X 2.25,BG17,0.13-0.17,4.15 X 2.15,4.35 X 2.35,0.14000,0.18000,0.16000
STRAIGHT BAGUETTE,4.50 X 1.25,BG8,0.07-0.08,4.40 X 1.15,4.60 X 1.35,0.06000,0.10000,0.08000
STRAIGHT BAGUETTE,4.50 X 1.50,BG8,0.07-0.08,4.40 X 1.40,4.60 X 1.60,0.06000,0.10000,0.08000
STRAIGHT BAGUETTE,4.50 X 2.00,BG17,0.13-0.17,4.40 X 1.90,4.60 X 2.10,0.13000,0.17000,0.15000
STRAIGHT BAGUETTE,4.50 X 2.25,BG17,0.13-0.17,4.40 X 2.15,4.60 X 2.35,0.15000,0.19000,0.17000
STRAIGHT BAGUETTE,4.50 X 2.50,BG18,0.18-0.22,4.40 X 2.40,4.60 X 2.60,0.20000,0.24000,0.22000
STRAIGHT BAGUETTE,4.50 X 2.75,BG23,0.23-0.29,4.40 X 2.65,4.60 X 2.85,0.23000,0.27000,0.25000
STRAIGHT BAGUETTE,4.75 X 1.50,BG12,0.09-0.12,4.65 X 1.40,4.85 X 1.60,0.07000,0.11000,0.09000
STRAIGHT BAGUETTE,4.75 X 2.00,BG17,0.13-0.17,4.65 X 1.90,4.85 X 2.10,0.13000,0.17000,0.15000
STRAIGHT BAGUETTE,4.75 X 2.50,BG23,0.23-0.29,4.65 X 2.40,4.85 X 2.60,0.21000,0.25000,0.23000
STRAIGHT BAGUETTE,5.00 X 2.00,BG17,0.13-0.17,4.90 X 1.90,5.10 X 2.10,0.13000,0.17000,0.15000
STRAIGHT BAGUETTE,5.00 X 2.50,BG23,0.23-0.29,4.90 X 2.40,5.10 X 2.60,0.21000,0.25000,0.23000
STRAIGHT BAGUETTE,5.00 X 3.00,BG30,0.30-0.39,4.90 X 2.90,5.10 X 3.10,0.31000,0.35000,0.33000
STRAIGHT BAGUETTE,5.50 X 2.50,BG23,0.23-0.29,5.40 X 2.40,5.60 X 2.60,0.24000,0.28000,0.26000
STRAIGHT BAGUETTE,5.50 X 3.25,BG30,0.30-0.39,5.40 X 3.15,5.60 X 3.35,0.33000,0.37000,0.35000
STRAIGHT BAGUETTE,5.50 X 3.50,BG36,0.36-0.45,5.40 X 3.40,5.60 X 3.60,0.36000,0.40000,0.38000
STRAIGHT BAGUETTE,6.00 X 3.00,BG40,0.40-0.49,5.90 X 2.90,6.10 X 3.10,0.39000,0.43000,0.41000
STRAIGHT BAGUETTE,6.00 X 3.25,BG46,0.46-0.55,5.90 X 3.15,6.10 X 3.35,0.45000,0.49000,0.47000
STRAIGHT BAGUETTE,6.00 X 3.50,BG50,0.50-0.59,5.90 X 3.40,6.10 X 3.60,0.51000,0.55000,0.53000
STRAIGHT BAGUETTE,6.00 X 3.75,BG60,0.60-0.69,5.90 X 3.65,6.10 X 3.85,0.58000,0.62000,0.60000
STRAIGHT BAGUETTE,6.00 X 4.00,BG60,0.60-0.69,5.90 X 3.90,6.10 X 4.10,0.66000,0.70000,0.68000
STRAIGHT BAGUETTE,6.25 X 3.00,BG40,0.40-0.49,6.15 X 2.90,6.35 X 3.10,0.41000,0.45000,0.43000
STRAIGHT BAGUETTE,6.25 X 3.25,BG46,0.46-0.55,6.15 X 3.15,6.35 X 3.35,0.47000,0.51000,0.49000
STRAIGHT BAGUETTE,6.25 X 3.50,BG50,0.50-0.59,6.15 X 3.40,6.35 X 3.60,0.54000,0.58000,0.56000
STRAIGHT BAGUETTE,6.25 X 3.75,BG60,0.60-0.69,6.15 X 3.65,6.35 X 3.85,0.61000,0.65000,0.63000
STRAIGHT BAGUETTE,6.25 X 4.00,BG70,0.70-0.79,6.15 X 3.90,6.35 X 4.10,0.69000,0.73000,0.71000
STRAIGHT BAGUETTE,6.50 X 3.25,BG50,0.50-0.59,6.40 X 3.15,6.60 X 3.35,0.49000,0.53000,0.51000
STRAIGHT BAGUETTE,6.50 X 3.50,BG58,0.58-0.69,6.40 X 3.40,6.60 X 3.60,0.56000,0.60000,0.58000
STRAIGHT BAGUETTE,6.50 X 3.75,BG60,0.60-0.69,6.40 X 3.65,6.60 X 3.85,0.64000,0.68000,0.66000
STRAIGHT BAGUETTE,6.50 X 4.00,BG70,0.70-0.79,6.40 X 3.90,6.60 X 4.10,0.72000,0.76000,0.74000
Tappers,2.25 X 1.25 X 1.00,TB4,0.02-0.035,2.15 X 1.15 X 0.90,2.35 X 1.35 X 1.10,0.01000,0.05000,0.03000
Tappers,2.25 X 1.75 X 1.25,TB6,0.04-0.06,2.15 X 1.65 X 1.15,2.35 X 1.85 X 1.35,0.02000,0.06000,0.04000
Tappers,2.50 X 1.00 X 0.50,TB4,0.02-0.035,2.40 X 0.90 X 0.40,2.60 X 1.10 X 0.60,0.01000,0.05000,0.03000
Tappers,2.50 X 1.25 X 1.00,TB6,0.04-0.06,2.40 X 1.15 X 0.90,2.60 X 1.35 X 1.10,0.02000,0.06000,0.04000
Tappers,2.50 X 1.50 X 1.00,TB6,0.04-0.06,2.40 X 1.40 X 0.90,2.60 X 1.60 X 1.10,0.02000,0.06000,0.04000
Tappers,2.50 X 1.50 X 1.25,TB6,0.04-0.06,2.40 X 1.40 X 1.15,2.60 X 1.60 X 1.35,0.02000,0.06000,0.04000
Tappers,2.50 X 1.75 X 1.00,TB6,0.04-0.06,2.40 X 1.65 X 0.90,2.60 X 1.85 X 1.10,0.03000,0.07000,0.05000
Tappers,2.50 X 1.75 X 1.25,TB6,0.04-0.06,2.40 X 1.65 X 1.15,2.60 X 1.85 X 1.35,0.03000,0.07000,0.05000
Tappers,2.50 X 2.00 X 1.50,TB6,0.04-0.06,2.40 X 1.90 X 1.40,2.60 X 2.10 X 1.60,0.03000,0.07000,0.05000
Tappers,2.75 X 1.00 X 0.50,TB6,0.04-0.06,2.65 X 0.90 X 0.40,2.85 X 1.10 X 0.60,0.01500,0.05500,0.03500
Tappers,2.75 X 1.25 X 0.75,TB6,0.04-0.06,2.65 X 1.15 X 0.65,2.85 X 1.35 X 0.85,0.02000,0.06000,0.04000
Tappers,2.75 X 1.25 X 1.00,TB6,0.04-0.06,2.65 X 1.15 X 0.90,2.85 X 1.35 X 1.10,0.02000,0.06000,0.04000
Tappers,2.75 X 1.50 X 1.00,TB6,0.04-0.06,2.65 X 1.40 X 0.90,2.85 X 1.60 X 1.10,0.02000,0.06000,0.04000
Tappers,2.75 X 1.50 X 1.25,TB6,0.04-0.06,2.65 X 1.40 X 1.15,2.85 X 1.60 X 1.35,0.03000,0.07000,0.05000
Tappers,2.75 X 1.75 X 1.25,TB6,0.04-0.06,2.65 X 1.65 X 1.15,2.85 X 1.85 X 1.35,0.03000,0.07000,0.05000
Tappers,3.00 X 1.25 X 0.75,TB6,0.04-0.06,2.90 X 1.15 X 0.65,3.10 X 1.35 X 0.85,0.02000,0.06000,0.04000
Tappers,3.00 X 1.25 X 1.00,TB6,0.04-0.06,2.90 X 1.15 X 0.90,3.10 X 1.35 X 1.10,0.02000,0.06000,0.04000
Tappers,3.00 X 1.50 X 1.00,TB6,0.04-0.06,2.90 X 1.40 X 0.90,3.10 X 1.60 X 1.10,0.02000,0.06000,0.04000
Tappers,3.00 X 1.50 X 1.25,TB6,0.04-0.06,2.90 X 1.40 X 1.15,3.10 X 1.60 X 1.35,0.03000,0.07000,0.05000
Tappers,3.00 X 1.75 X 1.00,TB6,0.04-0.06,2.90 X 1.65 X 0.90,3.10 X 1.85 X 1.10,0.04000,0.08000,0.06000
Tappers,3.00 X 1.75 X 1.25,TB6,0.04-0.06,2.90 X 1.65 X 1.15,3.10 X 1.85 X 1.35,0.03000,0.07000,0.05000
Tappers,3.00 X 2.00 X 1.00,TB8,0.07-0.08,2.90 X 1.90 X 0.90,3.10 X 2.10 X 1.10,0.05000,0.09000,0.07000
Tappers,3.00 X 2.00 X 1.50,TB6,0.04-0.06,2.90 X 1.90 X 1.40,3.10 X 2.10 X 1.60,0.04000,0.08000,0.06000
Tappers,3.00 X 2.50 X 1.75,TB12,0.09-0.12,2.90 X 2.40 X 1.65,3.10 X 2.60 X 1.85,0.08000,0.12000,0.10000
Tappers,3.25 X 1.00 X 0.50,TB6,0.04-0.06,3.15 X 0.90 X 0.40,3.35 X 1.10 X 0.60,0.02000,0.06000,0.04000
Tappers,3.25 X 1.25 X 1.00,TB6,0.04-0.06,3.15 X 1.15 X 0.90,3.35 X 1.35 X 1.10,0.02000,0.06000,0.04000
Tappers,3.25 X 1.50 X 0.75,TB6,0.04-0.06,3.15 X 1.40 X 0.65,3.35 X 1.60 X 0.85,0.02000,0.06000,0.04000
Tappers,3.25 X 1.50 X 1.25,TB6,0.04-0.06,3.15 X 1.40 X 1.15,3.35 X 1.60 X 1.35,0.02000,0.06000,0.04000
Tappers,3.25 X 1.75 X 1.00,TB6,0.04-0.06,3.15 X 1.65 X 0.90,3.35 X 1.85 X 1.10,0.04000,0.08000,0.06000
Tappers,3.25 X 1.75 X 1.50,TB8,0.07-0.08,3.15 X 1.65 X 1.40,3.35 X 1.85 X 1.60,0.05000,0.09000,0.07000
Tappers,3.25 X 2.00 X 1.00,TB8,0.07-0.08,3.15 X 1.90 X 0.90,3.35 X 2.10 X 1.10,0.06000,0.10000,0.08000
Tappers,3.25 X 2.00 X 1.25,TB8,0.07-0.08,3.15 X 1.90 X 1.15,3.35 X 2.10 X 1.35,0.06000,0.10000,0.08000
Tappers,3.25 X 2.00 X 1.50,TB8,0.07-0.08,3.15 X 1.90 X 1.40,3.35 X 2.10 X 1.60,0.05000,0.09000,0.07000
Tappers,3.25 X 2.50 X 1.75,TB12,0.09-0.12,3.15 X 2.40 X 1.65,3.35 X 2.60 X 1.85,0.10000,0.14000,0.12000
Tappers,3.50 X 1.25 X 1.00,TB6,0.04-0.06,3.40 X 1.15 X 0.90,3.60 X 1.35 X 1.10,0.04000,0.08000,0.06000
Tappers,3.50 X 1.50 X 1.00,TB6,0.04-0.06,3.40 X 1.40 X 0.90,3.60 X 1.60 X 1.10,0.04000,0.08000,0.06000
Tappers,3.50 X 1.75 X 1.00,TB8,0.07-0.08,3.40 X 1.65 X 0.90,3.60 X 1.85 X 1.10,0.05000,0.09000,0.07000
Tappers,3.50 X 1.75 X 1.25,TB8,0.07-0.08,3.40 X 1.65 X 1.15,3.60 X 1.85 X 1.35,0.06000,0.10000,0.08000
Tappers,3.50 X 2.00 X 1.00,TB12,0.09-0.12,3.40 X 1.90 X 0.90,3.60 X 2.10 X 1.10,0.07000,0.11000,0.09000
Tappers,3.50 X 2.00 X 1.25,TB8,0.07-0.08,3.40 X 1.90 X 1.15,3.60 X 2.10 X 1.35,0.06000,0.10000,0.08000
Tappers,3.50 X 2.00 X 1.50,TB12,0.09-0.12,3.40 X 1.90 X 1.40,3.60 X 2.10 X 1.60,0.09000,0.13000,0.11000
Tappers,3.50 X 2.50 X 1.50,TB12,0.09-0.12,3.40 X 2.40 X 1.40,3.60 X 2.60 X 1.60,0.10000,0.14000,0.12000
Tappers,3.75 X 1.25 X 1.00,TB8,0.07-0.08,3.65 X 1.15 X 0.90,3.85 X 1.35 X 1.10,0.05000,0.09000,0.07000
Tappers,3.75 X 1.75 X 1.25,TB8,0.07-0.08,3.65 X 1.65 X 1.15,3.85 X 1.85 X 1.35,0.06000,0.10000,0.08000
Tappers,3.75 X 2.00 X 1.25,TB12,0.09-0.12,3.65 X 1.90 X 1.15,3.85 X 2.10 X 1.35,0.07000,0.11000,0.09000
Tappers,3.75 X 2.00 X 1.50,TB12,0.09-0.12,3.65 X 1.90 X 1.40,3.85 X 2.10 X 1.60,0.07000,0.11000,0.09000
Tappers,3.75 X 2.25 X 1.75,TB12,0.09-0.12,3.65 X 2.15 X 1.65,3.85 X 2.35 X 1.85,0.10000,0.14000,0.12000
Tappers,4.00 X 1.25 X 1.00,TB8,0.07-0.08,3.90 X 1.15 X 0.90,4.10 X 1.35 X 1.10,0.06000,0.10000,0.08000
Tappers,4.00 X 1.50 X 1.00,TB8,0.07-0.08,3.90 X 1.40 X 0.90,4.10 X 1.60 X 1.10,0.06000,0.10000,0.08000
Tappers,4.00 X 1.75 X 1.25,TB8,0.07-0.08,3.90 X 1.65 X 1.15,4.10 X 1.85 X 1.35,0.06000,0.10000,0.08000
Tappers,4.00 X 2.00 X 1.00,TB8,0.07-0.08,3.90 X 1.90 X 0.90,4.10 X 2.10 X 1.10,0.06000,0.10000,0.08000
Tappers,4.00 X 2.00 X 1.50,TB12,0.09-0.12,3.90 X 1.90 X 1.40,4.10 X 2.10 X 1.60,0.08000,0.12000,0.10000
Tappers,4.00 X 2.25 X 1.75,TB12,0.09-0.12,3.90 X 2.15 X 1.65,4.10 X 2.35 X 1.85,0.08000,0.12000,0.10000
Tappers,4.00 X 2.50 X 1.75,TB17,0.13-0.17,3.90 X 2.40 X 1.65,4.10 X 2.60 X 1.85,0.11000,0.15000,0.13000
Tappers,4.25 X 2.00 X 1.50,TB12,0.09-0.12,4.15 X 1.90 X 1.40,4.35 X 2.10 X 1.60,0.08000,0.12000,0.10000
Tappers,4.25 X 2.25 X 1.50,TB12,0.09-0.12,4.15 X 2.15 X 1.40,4.35 X 2.35 X 1.60,0.10000,0.14000,0.12000
Tappers,4.25 X 2.50 X 1.50,TB17,0.13-0.17,4.15 X 2.40 X 1.40,4.35 X 2.60 X 1.60,0.11000,0.15000,0.13000
Tappers,4.25 X 2.75 X 1.75,TB17,0.13-0.17,4.15 X 2.65 X 1.65,4.35 X 2.85 X 1.85,0.13000,0.17000,0.15000
Tappers,4.50 X 1.50 X 1.25,TB6,0.04-0.06,4.40 X 1.40 X 1.15,4.60 X 1.60 X 1.35,0.04000,0.08000,0.06000
Tappers,4.50 X 2.00 X 1.00,TB8,0.07-0.08,4.40 X 1.90 X 0.90,4.60 X 2.10 X 1.10,0.06000,0.10000,0.08000
Tappers,4.50 X 2.00 X 1.50,TB12,0.09-0.12,4.40 X 1.90 X 1.40,4.60 X 2.10 X 1.60,0.07000,0.11000,0.09000
Tappers,4.50 X 2.25 X 1.50,TB12,0.09-0.12,4.40 X 2.15 X 1.40,4.60 X 2.35 X 1.60,0.10000,0.14000,0.12000
Tappers,4.50 X 2.50 X 1.50,TB17,0.13-0.17,4.40 X 2.40 X 1.40,4.60 X 2.60 X 1.60,0.12000,0.16000,0.14000
Tappers,4.50 X 2.50 X 1.75,TB17,0.13-0.17,4.40 X 2.40 X 1.65,4.60 X 2.60 X 1.85,0.12000,0.16000,0.14000
Tappers,4.50 X 2.75 X 1.75,TB17,0.13-0.17,4.40 X 2.65 X 1.65,4.60 X 2.85 X 1.85,0.14000,0.18000,0.16000
Tappers,4.75 X 2.00 X 1.50,TB12,0.09-0.12,4.65 X 1.90 X 1.40,4.85 X 2.10 X 1.60,0.08000,0.12000,0.10000
Tappers,4.75 X 2.50 X 1.50,TB17,0.13-0.17,4.65 X 2.40 X 1.40,4.85 X 2.60 X 1.60,0.13000,0.17000,0.15000
Tappers,4.75 X 2.50 X 2.00,TB17,0.13-0.17,4.65 X 2.40 X 1.90,4.85 X 2.60 X 2.10,0.14000,0.18000,0.16000
Tappers,4.75 X 3.00 X 2.00,TB18,0.18-0.22,4.65 X 2.90 X 1.90,4.85 X 3.10 X 2.10,0.18000,0.22000,0.20000
Tappers,5.00 X 2.25 X 1.25,TB17,0.13-0.17,4.90 X 2.15 X 1.15,5.10 X 2.35 X 1.35,0.12000,0.16000,0.14000
Tappers,5.00 X 2.25 X 1.75,TB17,0.13-0.17,4.90 X 2.15 X 1.65,5.10 X 2.35 X 1.85,0.13000,0.17000,0.15000
Tappers,5.00 X 2.75 X 2.00,TB18,0.18-0.22,4.90 X 2.65 X 1.90,5.10 X 2.85 X 2.10,0.17000,0.21000,0.19000
Tappers,5.50 X 2.50 X 1.00,TB17,0.13-0.17,5.40 X 2.40 X 0.90,5.60 X 2.60 X 1.10,0.14000,0.18000,0.16000
Tappers,5.50 X 3.00 X 2.25,TB23,0.23-0.29,5.40 X 2.90 X 2.15,5.60 X 3.10 X 2.35,0.23000,0.27000,0.25000
Tappers,5.50 X 3.00 X 2.30,TB23,0.23-0.29,5.40 X 2.90 X 2.20,5.60 X 3.10 X 2.40,0.23000,0.27000,0.25000
Tappers,5.50 X 3.25 X 2.00,TB23,0.23-0.29,5.40 X 3.15 X 1.90,5.60 X 3.35 X 2.10,0.23000,0.27000,0.25000
Tappers,5.50 X 3.50 X 2.25,TB23,0.23-0.29,5.40 X 3.40 X 2.15,5.60 X 3.60 X 2.35,0.24000,0.28000,0.26000
Tappers,6.00 X 3.00 X 2.00,TB23,0.23-0.29,5.90 X 2.90 X 1.90,6.10 X 3.10 X 2.10,0.25000,0.29000,0.27000
Tappers,6.00 X 3.25 X 2.00,TB30,0.30-0.39,5.90 X 3.15 X 1.90,6.10 X 3.35 X 2.10,0.31000,0.35000,0.33000
Tappers,6.00 X 3.50 X 2.25,TB36,0.36-0.45,5.90 X 3.40 X 2.15,6.10 X 3.60 X 2.35,0.34000,0.38000,0.36000
Tappers,6.00 X 3.75 X 2.50,TB40,0.40-0.49,5.90 X 3.65 X 2.40,6.10 X 3.85 X 2.60,0.39000,0.43000,0.41000
Tappers,6.00 X 4.00 X 2.75,TB46,0.46-0.55,5.90 X 3.90 X 2.65,6.10 X 4.10 X 2.85,0.45000,0.49000,0.47000
Tappers,6.00 X 4.00 X 3.00,TB46,0.46-0.55,5.90 X 3.90 X 2.90,6.10 X 4.10 X 3.10,0.46000,0.50000,0.48000
Tappers,6.25 X 3.00 X 2.00,TB23,0.23-0.29,6.15 X 2.90 X 1.90,6.35 X 3.10 X 2.10,0.26000,0.30000,0.28000
Tappers,6.25 X 3.25 X 2.25,TB30,0.30-0.39,6.15 X 3.15 X 2.15,6.35 X 3.35 X 2.35,0.31000,0.35000,0.33000
Tappers,6.25 X 3.50 X 2.50,TB40,0.40-0.49,6.15 X 3.40 X 2.40,6.35 X 3.60 X 2.60,0.38000,0.42000,0.40000
Tappers,6.25 X 3.75 X 2.75,TB40,0.40-0.49,6.15 X 3.65 X 2.65,6.35 X 3.85 X 2.85,0.42000,0.46000,0.44000
Tappers,6.25 X 4.00 X 3.00,TB50,0.50-0.59,6.15 X 3.90 X 2.90,6.35 X 4.10 X 3.10,0.49000,0.53000,0.51000
Tappers,6.50 X 3.25 X 2.25,TB30,0.30-0.39,6.40 X 3.15 X 2.15,6.60 X 3.35 X 2.35,0.33000,0.37000,0.35000
Tappers,6.50 X 3.50 X 2.50,TB40,0.40-0.49,6.40 X 3.40 X 2.40,6.60 X 3.60 X 2.60,0.38000,0.42000,0.40000
Tappers,6.50 X 3.75 X 2.75,TB40,0.40-0.49,6.40 X 3.65 X 2.65,6.60 X 3.85 X 2.85,0.43000,0.47000,0.45000
Tappers,6.50 X 4.00 X 3.00,TB50,0.50-0.59,6.40 X 3.90 X 2.90,6.60 X 4.10 X 3.10,0.52000,0.56000,0.54000
